short_name,player_positions,overall,potential,value_eur,value_log10,club_contract_valid_until,years_left,age,weak_foot,international_reputation,pace,shooting,passing,dribbling,defending,physic
Y. Suzuki,ST,72,76,3300000.0,6.518513939877887,2023.0,2.0,25,3,1,70.0,71.0,65.0,68.0,44.0,71.0
T. Tissoudali,"ST, RW, LW",72,72,2400000.0,6.380211241711606,2023.0,2.0,28,4,1,76.0,71.0,67.0,76.0,27.0,64.0
Y. Méïté,"ST, RM",72,76,3300000.0,6.518513939877887,2023.0,2.0,25,2,1,79.0,73.0,56.0,64.0,49.0,86.0
M. Lovera,"LM, CAM, ST",72,78,3800000.0,6.57978359661681,2021.0,0.0,22,3,1,87.0,61.0,63.0,79.0,31.0,62.0
J. Eggestein,"ST, RW",72,78,3700000.0,6.568201724066995,2024.0,3.0,23,4,1,70.0,71.0,67.0,74.0,37.0,61.0
J. Maja,ST,72,78,3800000.0,6.57978359661681,2023.0,2.0,22,3,1,76.0,71.0,62.0,73.0,28.0,58.0
G. Kvilitaia,ST,72,72,2500000.0,6.3979400086720375,2024.0,3.0,27,4,1,61.0,71.0,59.0,70.0,37.0,73.0
Marc Cardona,"ST, LW",72,74,3000000.0,6.477121254719663,2022.0,1.0,25,3,1,75.0,71.0,61.0,71.0,27.0,61.0
G. Berterame,"LM, ST, RM",72,82,5500000.0,6.740362689494244,2022.0,1.0,22,3,1,77.0,67.0,65.0,71.0,33.0,68.0
F. Coman,"LW, ST",72,79,4700000.0,6.672097857935717,2022.0,1.0,23,3,1,83.0,69.0,68.0,72.0,43.0,67.0
D. Srbeny,ST,72,72,2500000.0,6.3979400086720375,2022.0,1.0,27,3,1,65.0,69.0,58.0,69.0,33.0,72.0
Carlitos,"ST, CAM, LW",72,72,2000000.0,6.301029995663981,2023.0,2.0,31,2,1,79.0,73.0,68.0,75.0,27.0,70.0
J. García,ST,72,72,2400000.0,6.380211241711606,2021.0,0.0,28,5,1,76.0,72.0,49.0,66.0,37.0,77.0
L. Heredia,"RM, ST, LM",72,75,3100000.0,6.491361693834273,2024.0,3.0,25,4,1,66.0,70.0,68.0,73.0,35.0,67.0
C. Garcés,ST,72,72,2000000.0,6.301029995663981,2023.0,2.0,31,3,1,65.0,73.0,51.0,63.0,32.0,80.0
J. Wind,"ST, CF",72,79,4800000.0,6.681241237375588,2025.0,4.0,22,3,1,71.0,70.0,67.0,72.0,35.0,78.0
Douglas,ST,72,72,1500000.0,6.176091259055681,2022.0,1.0,33,3,1,70.0,74.0,49.0,69.0,28.0,69.0
Klauss,ST,72,77,3600000.0,6.556302500767287,2022.0,1.0,24,3,1,65.0,72.0,63.0,66.0,35.0,84.0
G. Zarfino,"CDM, CM, ST",72,72,2000000.0,6.301029995663981,2022.0,1.0,29,3,1,53.0,66.0,61.0,65.0,69.0,81.0
B. Samudio,"LM, RM, ST",72,74,2900000.0,6.4623979978989565,2024.0,3.0,25,3,1,76.0,69.0,63.0,74.0,38.0,70.0
S. Ferreira,"ST, CF",72,80,5000000.0,6.698970004336019,2024.0,3.0,23,3,1,71.0,73.0,57.0,73.0,29.0,59.0
L. Traoré,ST,72,82,5000000.0,6.698970004336019,2026.0,5.0,20,3,1,77.0,70.0,57.0,69.0,29.0,76.0
S. Nurković,ST,72,72,2300000.0,6.361727836017593,2022.0,1.0,29,3,1,63.0,76.0,57.0,66.0,26.0,68.0
G. Rodríguez,"LW, ST, LM",72,72,2300000.0,6.361727836017593,2025.0,4.0,29,3,1,77.0,65.0,64.0,75.0,43.0,54.0
Marcos Paulo,"LM, ST",72,84,5500000.0,6.740362689494244,2022.0,1.0,20,3,1,71.0,67.0,70.0,71.0,43.0,52.0
K. Sulemana,"LW, ST",72,84,5500000.0,6.740362689494244,2026.0,5.0,19,4,1,93.0,66.0,60.0,76.0,28.0,63.0
F. Farías,"ST, CF",72,84,5500000.0,6.740362689494244,2023.0,2.0,18,3,1,82.0,71.0,66.0,76.0,35.0,66.0
Gonçalo Ramos,"CF, ST",72,86,5500000.0,6.740362689494244,2025.0,4.0,20,4,1,81.0,70.0,63.0,71.0,33.0,83.0
O. Lingr,"CAM, ST, LM",72,79,4800000.0,6.681241237375588,2024.0,3.0,22,3,1,80.0,69.0,69.0,74.0,43.0,73.0
Yuri,ST,71,71,650000.0,5.812913356642856,2023.0,2.0,38,4,1,66.0,73.0,60.0,69.0,36.0,71.0
R. Santa Cruz,ST,71,71,650000.0,5.812913356642856,2021.0,0.0,39,3,1,33.0,73.0,61.0,63.0,36.0,61.0
Angulo,ST,71,71,650000.0,5.812913356642856,2022.0,1.0,37,3,1,75.0,71.0,61.0,69.0,37.0,69.0
B. Wright-Phillips,ST,71,71,650000.0,5.812913356642856,2021.0,0.0,36,4,3,62.0,71.0,57.0,68.0,43.0,67.0
J. Altidore,ST,71,71,1600000.0,6.204119982655925,2022.0,1.0,31,4,3,66.0,73.0,60.0,65.0,32.0,80.0
Edgar,"ST, RW",71,71,900000.0,5.954242509439325,2021.0,0.0,34,4,1,59.0,73.0,62.0,64.0,32.0,78.0
Go Yo Han,"RM, CM, ST",71,71,1200000.0,6.079181246047625,2022.0,1.0,33,3,1,77.0,61.0,68.0,70.0,63.0,73.0
Á. Szalai,ST,71,71,1200000.0,6.079181246047625,2022.0,1.0,33,3,2,33.0,72.0,58.0,63.0,43.0,77.0
Dentinho,ST,71,71,1500000.0,6.176091259055681,2021.0,0.0,32,4,1,77.0,69.0,66.0,74.0,47.0,71.0
M. Yatabaré,ST,71,71,800000.0,5.903089986991944,2023.0,2.0,35,3,1,63.0,73.0,60.0,66.0,31.0,75.0
M. Schäffler,ST,71,71,1500000.0,6.176091259055681,2024.0,3.0,32,3,1,59.0,74.0,52.0,62.0,32.0,77.0
Quique,"ST, LM, RM",71,71,1600000.0,6.204119982655925,2024.0,3.0,31,3,1,72.0,70.0,64.0,71.0,43.0,67.0
Y. Salibur,"RM, ST",71,71,1800000.0,6.2552725051033065,2022.0,1.0,30,4,2,85.0,68.0,67.0,73.0,40.0,63.0
B. Sigurðarson,ST,71,71,1800000.0,6.2552725051033065,2022.0,1.0,30,4,1,75.0,69.0,62.0,73.0,39.0,78.0
T. Usami,"CF, ST",71,71,1900000.0,6.278753600952829,2022.0,1.0,29,4,2,78.0,68.0,70.0,74.0,43.0,63.0
Y. Ōsako,"CF, ST, CAM",71,71,1600000.0,6.204119982655925,2022.0,1.0,31,4,1,63.0,69.0,62.0,76.0,41.0,62.0
I. Mboyo,"ST, LM",71,71,900000.0,5.954242509439325,2023.0,2.0,34,3,1,67.0,70.0,68.0,71.0,40.0,75.0
T. Børven,ST,71,71,1900000.0,6.278753600952829,2023.0,2.0,29,4,1,71.0,71.0,58.0,68.0,33.0,69.0
F. Jara,ST,71,71,1500000.0,6.176091259055681,2021.0,0.0,32,3,1,74.0,72.0,65.0,71.0,29.0,72.0
M. Waris,"ST, RW, RM",71,71,1900000.0,6.278753600952829,2022.0,1.0,29,3,2,87.0,69.0,66.0,73.0,37.0,65.0
S. Tecl,ST,71,71,1800000.0,6.2552725051033065,2023.0,2.0,30,3,1,81.0,66.0,63.0,70.0,39.0,75.0
J. Clarke-Harris,ST,71,72,2200000.0,6.342422680822207,2024.0,3.0,26,4,1,77.0,72.0,54.0,65.0,27.0,78.0
T. Barkhuizen,"RM, RWB, ST",71,71,2000000.0,6.301029995663981,2022.0,1.0,27,3,1,94.0,66.0,60.0,70.0,41.0,68.0
B. Kadrii,ST,71,71,1900000.0,6.278753600952829,2024.0,3.0,29,3,1,81.0,70.0,63.0,73.0,48.0,74.0
F. Santander,ST,71,71,1800000.0,6.2552725051033065,2022.0,1.0,30,2,1,68.0,70.0,62.0,68.0,31.0,77.0
O. Omoijuanfo,"ST, LM",71,72,2200000.0,6.342422680822207,2021.0,0.0,27,4,1,75.0,71.0,61.0,68.0,44.0,74.0
Jesé,"ST, RW",71,71,1900000.0,6.278753600952829,2022.0,1.0,28,4,2,74.0,73.0,69.0,75.0,25.0,62.0
Abdón Prats,"ST, LM",71,71,1900000.0,6.278753600952829,2024.0,3.0,28,3,1,67.0,76.0,60.0,69.0,29.0,62.0
J. Locadia,"ST, LW, LM",71,72,2200000.0,6.342422680822207,2022.0,1.0,27,4,1,70.0,70.0,66.0,71.0,35.0,73.0
M. Seuntjens,"LM, ST",71,71,1800000.0,6.2552725051033065,2022.0,1.0,29,4,1,72.0,70.0,69.0,70.0,62.0,75.0
H. Soudani,"LM, RM, ST",71,71,1200000.0,6.079181246047625,2022.0,1.0,33,4,1,73.0,71.0,68.0,73.0,43.0,74.0
C. Woodrow,"ST, LW, RW",71,73,2400000.0,6.380211241711606,2023.0,2.0,26,4,1,69.0,73.0,59.0,69.0,32.0,70.0
M. Ishak,ST,71,71,1900000.0,6.278753600952829,2023.0,2.0,28,5,1,71.0,71.0,56.0,65.0,38.0,78.0
L. James,ST,71,71,1900000.0,6.278753600952829,2023.0,2.0,28,3,1,69.0,70.0,54.0,71.0,29.0,74.0
M. Bolaños,ST,71,71,1600000.0,6.204119982655925,2021.0,0.0,31,4,1,80.0,72.0,65.0,74.0,26.0,65.0
I. Santini,ST,71,71,1500000.0,6.176091259055681,2022.0,1.0,32,3,1,40.0,76.0,53.0,59.0,40.0,84.0
S. Hedlund,"CF, ST",71,71,1900000.0,6.278753600952829,2023.0,2.0,28,4,1,89.0,64.0,66.0,73.0,27.0,68.0
P. De Blasis,"LM, RM, ST",71,71,1200000.0,6.079181246047625,2022.0,1.0,33,4,1,72.0,71.0,68.0,76.0,63.0,50.0
O. Kayode,ST,71,71,1900000.0,6.278753600952829,2022.0,1.0,28,2,1,88.0,68.0,57.0,73.0,36.0,70.0
M. Boyle,"RM, ST, RWB",71,71,1900000.0,6.278753600952829,2024.0,3.0,28,3,1,92.0,66.0,60.0,71.0,49.0,63.0
Cassiano,ST,71,71,1500000.0,6.176091259055681,2023.0,2.0,32,2,1,66.0,71.0,54.0,64.0,27.0,71.0
B. Kololli,"LM, ST, LB",71,71,1800000.0,6.2552725051033065,2024.0,3.0,29,4,1,75.0,68.0,66.0,73.0,54.0,68.0
K. Karaman,"ST, LW, RW",71,72,2200000.0,6.342422680822207,2024.0,3.0,27,3,1,68.0,71.0,63.0,73.0,27.0,69.0
D. Selke,ST,71,73,2400000.0,6.380211241711606,2022.0,1.0,26,3,1,76.0,70.0,53.0,67.0,40.0,75.0
L. Depoitre,ST,71,71,1500000.0,6.176091259055681,2022.0,1.0,32,2,1,49.0,69.0,61.0,61.0,42.0,81.0
C. Akpom,ST,71,75,2600000.0,6.414973347970818,2023.0,2.0,25,3,1,83.0,70.0,52.0,70.0,28.0,73.0
F. Forte,ST,71,71,1900000.0,6.278753600952829,2023.0,2.0,28,3,1,57.0,72.0,61.0,67.0,32.0,70.0
A. Rodríguez,ST,71,71,1500000.0,6.176091259055681,2026.0,5.0,32,3,1,70.0,69.0,55.0,68.0,32.0,77.0
W. Morelo,ST,71,71,900000.0,5.954242509439325,2022.0,1.0,34,3,1,77.0,71.0,62.0,72.0,42.0,64.0
L. Castro,"ST, RW, LW",71,71,1500000.0,6.176091259055681,2022.0,1.0,32,4,1,68.0,73.0,63.0,65.0,32.0,68.0
M. Ingvartsen,"CF, CAM, ST",71,73,2400000.0,6.380211241711606,2022.0,1.0,25,3,1,63.0,75.0,63.0,72.0,36.0,72.0
F. Márquez,ST,71,71,1200000.0,6.079181246047625,2021.0,0.0,33,4,1,70.0,70.0,62.0,66.0,38.0,70.0
G. Carrillo,ST,71,71,1800000.0,6.2552725051033065,2022.0,1.0,30,3,1,46.0,74.0,54.0,70.0,39.0,72.0
P. Velázquez,ST,71,71,900000.0,5.954242509439325,2021.0,0.0,34,3,1,64.0,72.0,53.0,67.0,30.0,76.0
M. Thiam,"LW, ST",71,71,1900000.0,6.278753600952829,2024.0,3.0,28,3,1,75.0,70.0,65.0,72.0,26.0,72.0
Rober Ibáñez,"RM, LM, ST",71,71,1900000.0,6.278753600952829,2023.0,2.0,28,4,1,75.0,67.0,70.0,73.0,48.0,53.0
O. McBurnie,ST,71,75,2600000.0,6.414973347970818,2023.0,2.0,25,3,1,55.0,70.0,57.0,68.0,34.0,76.0
J. Cristaldo,ST,71,71,1500000.0,6.176091259055681,2021.0,0.0,32,4,1,74.0,70.0,64.0,74.0,29.0,70.0
E. Torregrossa,ST,71,71,1900000.0,6.278753600952829,2025.0,4.0,29,3,1,71.0,70.0,55.0,68.0,28.0,72.0
D. Kownacki,"ST, LM",71,76,2900000.0,6.4623979978989565,2023.0,2.0,24,3,1,77.0,71.0,60.0,71.0,31.0,67.0
Fernando Karanga,ST,71,71,1800000.0,6.2552725051033065,2021.0,0.0,30,3,1,63.0,71.0,52.0,62.0,30.0,76.0
C. Dessers,ST,71,73,2400000.0,6.380211241711606,2022.0,1.0,26,4,1,75.0,73.0,54.0,66.0,28.0,73.0
A. Ajeti,ST,71,76,2900000.0,6.4623979978989565,2024.0,3.0,24,4,1,74.0,70.0,60.0,70.0,29.0,71.0
M. Manotas,ST,71,74,2500000.0,6.3979400086720375,2021.0,0.0,25,2,1,72.0,71.0,59.0,70.0,33.0,67.0
O. Çağlayan,"RM, ST, LM",71,73,2400000.0,6.380211241711606,2024.0,3.0,25,3,1,84.0,66.0,66.0,73.0,31.0,66.0
A. Pešić,ST,71,71,1900000.0,6.278753600952829,2023.0,2.0,29,4,1,66.0,70.0,62.0,66.0,45.0,77.0
O. Rivero,ST,71,71,1900000.0,6.278753600952829,2021.0,0.0,29,3,1,70.0,71.0,48.0,69.0,25.0,76.0
A. Gruber,"CF, RM, ST",71,73,2400000.0,6.380211241711606,2023.0,2.0,26,3,1,82.0,71.0,69.0,71.0,34.0,65.0
L. Ramos,ST,71,71,1600000.0,6.204119982655925,2022.0,1.0,31,4,1,68.0,73.0,54.0,66.0,32.0,78.0
Jesús Imaz,"CF, CAM, ST",71,71,1800000.0,6.2552725051033065,2022.0,1.0,30,4,1,82.0,74.0,66.0,72.0,31.0,67.0
N. Fernández,"ST, LW, RW",71,76,2800000.0,6.447158031342219,2023.0,2.0,25,5,1,85.0,70.0,60.0,74.0,31.0,58.0
K. Nisbet,ST,71,75,2700000.0,6.431363764158987,2024.0,3.0,24,3,1,75.0,71.0,63.0,68.0,38.0,71.0
G. Ávalos,ST,71,71,1800000.0,6.2552725051033065,2021.0,0.0,30,4,1,67.0,69.0,48.0,69.0,34.0,75.0
Sergio Santos,"ST, LW",71,72,2200000.0,6.342422680822207,2021.0,0.0,26,4,1,90.0,66.0,55.0,72.0,26.0,70.0
F. Soldano,ST,71,72,2200000.0,6.342422680822207,2022.0,1.0,26,2,1,69.0,69.0,53.0,69.0,43.0,76.0
S. Adegbenro,"ST, LW",71,72,2300000.0,6.361727836017593,2022.0,1.0,25,4,1,90.0,66.0,60.0,76.0,39.0,73.0
K. Mrabti,"ST, LM, CAM",71,72,2200000.0,6.342422680822207,2023.0,2.0,27,3,1,80.0,72.0,69.0,71.0,51.0,74.0
Thiago Santana,ST,71,71,1900000.0,6.278753600952829,2023.0,2.0,28,4,1,67.0,74.0,57.0,68.0,24.0,78.0
J. Cádiz,ST,71,74,2500000.0,6.3979400086720375,2021.0,0.0,25,2,1,62.0,69.0,52.0,70.0,31.0,77.0
Moon Seon Min,"RM, LM, ST",71,71,1800000.0,6.2552725051033065,2021.0,0.0,29,4,1,92.0,64.0,64.0,72.0,38.0,62.0
Carleto Costinha,"CAM, ST, RM",71,71,1800000.0,6.2552725051033065,2024.0,3.0,29,4,1,82.0,63.0,71.0,73.0,38.0,54.0
Thiago Alminxa,"ST, RW",71,71,1900000.0,6.278753600952829,2024.0,3.0,29,4,1,82.0,67.0,62.0,72.0,25.0,64.0
Walter Silvieiro,ST,71,71,1900000.0,6.278753600952829,2024.0,3.0,29,3,1,72.0,76.0,61.0,64.0,36.0,62.0
Josué da Feira,ST,71,71,1900000.0,6.278753600952829,2024.0,3.0,29,3,1,67.0,74.0,60.0,71.0,29.0,60.0
Gus Outomouro,"ST, LM",71,71,2100000.0,6.3222192947339195,2024.0,3.0,25,3,1,71.0,72.0,68.0,73.0,28.0,62.0
Paulão Junqueiras,ST,71,71,2200000.0,6.342422680822207,2024.0,3.0,21,4,1,38.0,77.0,51.0,62.0,27.0,71.0
Rafanilton Vilela,"ST, CF, CAM",71,71,1200000.0,6.079181246047625,2024.0,3.0,33,5,1,82.0,63.0,60.0,73.0,25.0,62.0
R. Manaj,ST,71,78,3800000.0,6.57978359661681,2022.0,1.0,24,4,1,69.0,72.0,54.0,70.0,28.0,69.0
M. Santos,ST,71,71,1900000.0,6.278753600952829,2023.0,2.0,28,4,1,76.0,70.0,61.0,71.0,40.0,75.0
D. Sallói,"LW, ST",71,73,2400000.0,6.380211241711606,2021.0,0.0,24,3,1,75.0,72.0,67.0,69.0,38.0,69.0
I. Šaponjić,ST,71,78,3800000.0,6.57978359661681,2022.0,1.0,23,3,1,71.0,71.0,48.0,65.0,31.0,66.0
Guilherme Parede,"RM, LM, ST",71,74,2500000.0,6.3979400086720375,2021.0,0.0,25,3,1,72.0,70.0,67.0,72.0,46.0,63.0
I. Ugbo,ST,71,78,3800000.0,6.57978359661681,2025.0,4.0,22,3,1,78.0,70.0,57.0,68.0,29.0,70.0
F. Troyansky,"ST, LM",71,76,2900000.0,6.4623979978989565,2022.0,1.0,24,4,1,75.0,70.0,69.0,72.0,35.0,73.0
C. Itten,"ST, CAM",71,77,3000000.0,6.477121254719663,2022.0,1.0,24,4,1,68.0,72.0,60.0,66.0,36.0,74.0
Jon Bautista,"ST, CAM",71,74,2500000.0,6.3979400086720375,2022.0,1.0,25,3,1,70.0,75.0,58.0,69.0,26.0,61.0
Felipe Vizeu,"ST, CF",71,75,2700000.0,6.431363764158987,2022.0,1.0,24,3,1,72.0,71.0,55.0,68.0,29.0,69.0
B. Brereton Díaz,"LW, RW, ST",71,79,4200000.0,6.623249290397901,2022.0,1.0,22,3,1,83.0,68.0,62.0,72.0,41.0,73.0
Rômulo Calsede,ST,71,71,2200000.0,6.342422680822207,2024.0,3.0,21,3,1,72.0,72.0,60.0,67.0,32.0,69.0
M. Maolida,"LM, ST",71,76,2900000.0,6.4623979978989565,2025.0,4.0,22,3,1,78.0,68.0,63.0,75.0,24.0,58.0
L. Höler,"ST, CF",71,72,2200000.0,6.342422680822207,2024.0,3.0,26,2,1,70.0,72.0,50.0,59.0,40.0,78.0
N. Ibáñez,ST,71,72,2200000.0,6.342422680822207,2025.0,4.0,26,3,1,73.0,69.0,55.0,66.0,34.0,71.0
P. Hamel,ST,71,72,2200000.0,6.342422680822207,2022.0,1.0,27,3,1,57.0,72.0,57.0,66.0,28.0,63.0
J. Ebobisse,"ST, RM",71,78,3800000.0,6.57978359661681,2024.0,3.0,24,4,1,86.0,66.0,63.0,69.0,34.0,79.0
G. Blanco Leschuk,ST,71,71,1900000.0,6.278753600952829,2022.0,1.0,29,4,1,66.0,70.0,54.0,66.0,35.0,78.0
L. Mothiba,ST,71,76,2800000.0,6.447158031342219,2023.0,2.0,25,3,2,70.0,72.0,60.0,70.0,27.0,69.0
A. Guðmundsson,"CAM, RW, ST",71,77,3000000.0,6.477121254719663,2022.0,1.0,24,4,1,79.0,66.0,67.0,77.0,34.0,68.0
K. Rezaei,ST,71,71,1900000.0,6.278753600952829,2022.0,1.0,29,4,1,67.0,73.0,67.0,67.0,28.0,70.0
E. Shomurodov,"ST, LW, RW",71,74,2500000.0,6.3979400086720375,2026.0,5.0,26,4,1,81.0,70.0,62.0,70.0,37.0,69.0
Brenner,ST,71,81,4200000.0,6.623249290397901,2022.0,1.0,21,3,1,77.0,70.0,62.0,74.0,26.0,52.0
A. Gomes,"LM, ST",71,81,4100000.0,6.6127838567197355,2025.0,4.0,20,4,1,75.0,70.0,69.0,74.0,40.0,58.0
Vagner,"ST, RM, LM",71,76,2800000.0,6.447158031342219,2022.0,1.0,25,3,1,89.0,73.0,62.0,76.0,29.0,55.0
A. Lotti,"ST, LM",71,76,2800000.0,6.447158031342219,2024.0,3.0,25,3,1,76.0,71.0,55.0,71.0,26.0,63.0
J. Sargent,"ST, RW",71,82,4200000.0,6.623249290397901,2025.0,4.0,21,4,1,75.0,70.0,61.0,71.0,39.0,70.0
L. Openda,ST,71,81,4200000.0,6.623249290397901,2022.0,1.0,21,3,1,93.0,67.0,62.0,71.0,25.0,72.0
D. Kyereh,"CAM, ST, RM",71,76,2800000.0,6.447158031342219,2023.0,2.0,25,3,1,82.0,68.0,62.0,75.0,22.0,61.0
J. Burkardt,"ST, RM",71,81,4100000.0,6.6127838567197355,2024.0,3.0,20,3,1,79.0,68.0,61.0,75.0,37.0,69.0
A. Besedin,ST,71,75,2600000.0,6.414973347970818,2024.0,3.0,25,3,1,72.0,67.0,48.0,67.0,41.0,63.0
K. Behrens,ST,71,71,1800000.0,6.2552725051033065,2024.0,3.0,30,3,1,69.0,71.0,50.0,65.0,28.0,80.0
P. Musa,ST,71,78,3800000.0,6.57978359661681,2022.0,1.0,23,3,1,72.0,72.0,58.0,69.0,35.0,72.0
S. Giménez,"ST, CF, CAM",71,86,4500000.0,6.653212513775344,2023.0,2.0,20,3,1,76.0,69.0,60.0,64.0,39.0,75.0
A. Estupiñán,"LM, RM, ST",71,71,2000000.0,6.301029995663981,2024.0,3.0,26,3,1,83.0,65.0,62.0,71.0,46.0,64.0
V. Supriaha,ST,71,82,4200000.0,6.623249290397901,2025.0,4.0,21,3,1,87.0,70.0,50.0,71.0,19.0,51.0
D. Joveljić,ST,71,79,4200000.0,6.623249290397901,2022.0,1.0,21,3,1,72.0,70.0,63.0,72.0,31.0,69.0
M. Elia,"ST, RM",71,77,3000000.0,6.477121254719663,2023.0,2.0,23,4,1,90.0,69.0,65.0,76.0,26.0,68.0
K. Adeyemi,ST,71,85,4500000.0,6.653212513775344,2024.0,3.0,19,3,1,92.0,72.0,65.0,76.0,24.0,62.0
João Pedro,ST,71,84,4500000.0,6.653212513775344,2025.0,4.0,19,4,1,78.0,68.0,59.0,74.0,22.0,57.0
S. Nicholson,ST,71,76,2900000.0,6.4623979978989565,2023.0,2.0,24,4,1,68.0,74.0,58.0,65.0,23.0,77.0
A. Ocanto,"ST, RW, LW",71,71,1500000.0,6.176091259055681,2021.0,0.0,32,4,1,78.0,69.0,65.0,71.0,27.0,61.0
A. Adli,ST,71,83,4600000.0,6.662757831681574,2026.0,5.0,21,3,1,84.0,72.0,64.0,74.0,35.0,52.0
A. Álvarez Martínez,ST,71,83,4500000.0,6.653212513775344,2024.0,3.0,20,3,1,72.0,71.0,60.0,67.0,32.0,68.0
Fábio,ST,71,76,2900000.0,6.4623979978989565,2023.0,2.0,24,4,1,77.0,67.0,43.0,67.0,43.0,78.0
M. Osmajić,"ST, LM, RM",71,81,4200000.0,6.623249290397901,2024.0,3.0,21,5,1,76.0,70.0,60.0,65.0,39.0,71.0
G. Hoarau,ST,70,70,550000.0,5.740362689494244,2022.0,1.0,37,3,2,37.0,72.0,67.0,66.0,43.0,69.0
R. Verenas,ST,70,70,550000.0,5.740362689494244,2026.0,5.0,37,3,1,64.0,71.0,62.0,73.0,41.0,71.0
A. Le Fondre,ST,70,70,775000.0,5.889301702506311,2023.0,2.0,34,3,1,64.0,73.0,62.0,70.0,30.0,71.0
S. Fletcher,ST,70,70,775000.0,5.889301702506311,2022.0,1.0,34,2,1,51.0,71.0,59.0,68.0,33.0,69.0
L. Grabban,ST,70,70,1000000.0,6.0,2022.0,1.0,33,3,1,61.0,71.0,59.0,68.0,31.0,67.0
G. Torres,"ST, LW",70,70,1300000.0,6.113943352306837,2022.0,1.0,32,2,1,82.0,66.0,59.0,69.0,32.0,71.0
J. Vossen,ST,70,70,1300000.0,6.113943352306837,2023.0,2.0,32,4,2,54.0,73.0,70.0,68.0,36.0,68.0
G. Hooper,"ST, CF",70,70,1000000.0,6.0,2023.0,2.0,33,3,1,59.0,72.0,61.0,67.0,30.0,68.0
L. Barrios,ST,70,70,550000.0,5.740362689494244,2022.0,1.0,36,3,3,56.0,71.0,62.0,66.0,42.0,70.0
Rui Fonte,ST,70,70,1300000.0,6.113943352306837,2022.0,1.0,31,3,2,63.0,68.0,67.0,70.0,42.0,61.0
S. Ribas,ST,70,70,1000000.0,6.0,2021.0,0.0,33,4,1,62.0,73.0,51.0,65.0,30.0,73.0
P. Zeballos,"CAM, ST",70,70,650000.0,5.812913356642856,2022.0,1.0,35,3,1,66.0,71.0,69.0,69.0,33.0,62.0
J. Jantscher,"ST, LM, CAM",70,70,1300000.0,6.113943352306837,2023.0,2.0,32,4,1,66.0,71.0,70.0,68.0,37.0,61.0
M. Sau,"CF, ST",70,70,1000000.0,6.0,2022.0,1.0,33,4,2,83.0,67.0,66.0,76.0,30.0,56.0
A. Sobiech,ST,70,70,1300000.0,6.113943352306837,2023.0,2.0,31,3,1,68.0,69.0,56.0,68.0,32.0,72.0
Z. Ondrášek,ST,70,70,1300000.0,6.113943352306837,2021.0,0.0,32,2,1,66.0,68.0,54.0,64.0,32.0,80.0
Álvaro Giménez,ST,70,70,1600000.0,6.204119982655925,2022.0,1.0,30,3,1,71.0,71.0,58.0,67.0,30.0,66.0
T. Viudez,"ST, RM",70,70,1300000.0,6.113943352306837,2021.0,0.0,31,3,1,68.0,70.0,66.0,75.0,27.0,50.0
D. Sorgić,ST,70,70,1300000.0,6.113943352306837,2023.0,2.0,31,3,1,57.0,73.0,63.0,71.0,42.0,71.0
Juan Villar,"ST, RM",70,70,1000000.0,6.0,2023.0,2.0,33,4,1,89.0,68.0,67.0,71.0,36.0,71.0
L. Thy,ST,70,70,1600000.0,6.204119982655925,2022.0,1.0,29,4,1,73.0,69.0,63.0,67.0,46.0,74.0
D. Falcinelli,ST,70,70,1600000.0,6.204119982655925,2022.0,1.0,30,3,1,65.0,69.0,52.0,70.0,23.0,64.0
A. Weimann,"ST, CAM, RM",70,70,1600000.0,6.204119982655925,2024.0,3.0,29,3,1,81.0,69.0,62.0,70.0,45.0,70.0
J. Collins,ST,70,70,1600000.0,6.204119982655925,2023.0,2.0,30,3,1,66.0,69.0,55.0,66.0,41.0,82.0
Marco Paixão,ST,70,70,550000.0,5.740362689494244,2022.0,1.0,36,4,1,36.0,73.0,61.0,68.0,29.0,69.0
K. Musona,"CAM, ST, CM",70,70,1300000.0,6.113943352306837,2023.0,2.0,31,4,1,74.0,70.0,68.0,73.0,38.0,64.0
S. Okazaki,ST,70,70,675000.0,5.829303772831025,2022.0,1.0,35,4,2,59.0,69.0,67.0,71.0,51.0,67.0
A. Zabolotnyi,ST,70,70,1600000.0,6.204119982655925,2024.0,3.0,30,3,1,69.0,70.0,56.0,61.0,31.0,78.0
D. Alibec,ST,70,70,1600000.0,6.204119982655925,2022.0,1.0,30,3,1,68.0,72.0,65.0,70.0,40.0,81.0
A. Ujah,ST,70,70,1600000.0,6.204119982655925,2022.0,1.0,30,4,2,64.0,70.0,54.0,68.0,33.0,67.0
L. Mendoza,"RM, ST",70,70,1300000.0,6.113943352306837,2025.0,4.0,31,3,1,83.0,62.0,64.0,71.0,41.0,69.0
N. Đurđić,"ST, CAM",70,70,675000.0,5.829303772831025,2023.0,2.0,35,4,1,67.0,69.0,63.0,68.0,48.0,74.0
Douglas Vieira,"ST, CF",70,70,1000000.0,6.0,2022.0,1.0,33,3,1,61.0,70.0,62.0,65.0,28.0,79.0
C. Knasmüllner,"CAM, ST",70,70,1600000.0,6.204119982655925,2023.0,2.0,29,3,1,80.0,65.0,69.0,71.0,42.0,66.0
K. Kusk,"RW, ST, RM",70,70,1600000.0,6.204119982655925,2022.0,1.0,29,2,1,74.0,64.0,70.0,71.0,38.0,65.0
