short_name,player_positions,overall,potential,value_eur,value_log10,club_contract_valid_until,years_left,age,weak_foot,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_finishing,attacking_heading_accuracy,attacking_volleys,power_shot_power,power_long_shots,skill_ball_control,mentality_positioning
S. Ferreira,"ST, CF",72,80,5000000.0,6.698970004336019,2024.0,3.0,23,3,1,71.0,73.0,57.0,73.0,29.0,59.0,77,68,58,76,65,70,72
L. Traoré,ST,72,82,5000000.0,6.698970004336019,2026.0,5.0,20,3,1,77.0,70.0,57.0,69.0,29.0,76.0,73,68,57,76,62,70,73
S. Nurković,ST,72,72,2300000.0,6.361727836017593,2022.0,1.0,29,3,1,63.0,76.0,57.0,66.0,26.0,68.0,82,74,72,72,70,68,80
G. Rodríguez,"LW, ST, LM",72,72,2300000.0,6.361727836017593,2025.0,4.0,29,3,1,77.0,65.0,64.0,75.0,43.0,54.0,70,49,46,62,66,76,67
Marcos Paulo,"LM, ST",72,84,5500000.0,6.740362689494244,2022.0,1.0,20,3,1,71.0,67.0,70.0,71.0,43.0,52.0,71,67,46,69,60,72,72
K. Sulemana,"LW, ST",72,84,5500000.0,6.740362689494244,2026.0,5.0,19,4,1,93.0,66.0,60.0,76.0,28.0,63.0,70,42,58,64,61,73,67
F. Farías,"ST, CF",72,84,5500000.0,6.740362689494244,2023.0,2.0,18,3,1,82.0,71.0,66.0,76.0,35.0,66.0,72,58,66,73,68,74,73
Gonçalo Ramos,"CF, ST",72,86,5500000.0,6.740362689494244,2025.0,4.0,20,4,1,81.0,70.0,63.0,71.0,33.0,83.0,73,74,64,70,67,70,74
O. Lingr,"CAM, ST, LM",72,79,4800000.0,6.681241237375588,2024.0,3.0,22,3,1,80.0,69.0,69.0,74.0,43.0,73.0,69,70,65,72,70,71,71
Yuri,ST,71,71,650000.0,5.812913356642856,2023.0,2.0,38,4,1,66.0,73.0,60.0,69.0,36.0,71.0,75,70,75,70,70,69,74
R. Santa Cruz,ST,71,71,650000.0,5.812913356642856,2021.0,0.0,39,3,1,33.0,73.0,61.0,63.0,36.0,61.0,76,81,77,76,60,75,80
Angulo,ST,71,71,650000.0,5.812913356642856,2022.0,1.0,37,3,1,75.0,71.0,61.0,69.0,37.0,69.0,75,71,62,68,64,69,75
B. Wright-Phillips,ST,71,71,650000.0,5.812913356642856,2021.0,0.0,36,4,3,62.0,71.0,57.0,68.0,43.0,67.0,75,76,67,75,59,69,78
J. Altidore,ST,71,71,1600000.0,6.204119982655925,2022.0,1.0,31,4,3,66.0,73.0,60.0,65.0,32.0,80.0,73,73,70,78,67,66,72
Edgar,"ST, RW",71,71,900000.0,5.954242509439325,2021.0,0.0,34,4,1,59.0,73.0,62.0,64.0,32.0,78.0,74,73,70,74,66,66,75
Go Yo Han,"RM, CM, ST",71,71,1200000.0,6.079181246047625,2022.0,1.0,33,3,1,77.0,61.0,68.0,70.0,63.0,73.0,63,58,50,60,62,67,68
Á. Szalai,ST,71,71,1200000.0,6.079181246047625,2022.0,1.0,33,3,2,33.0,72.0,58.0,63.0,43.0,77.0,73,81,70,80,61,70,76
Dentinho,ST,71,71,1500000.0,6.176091259055681,2021.0,0.0,32,4,1,77.0,69.0,66.0,74.0,47.0,71.0,70,65,69,68,68,75,69
M. Yatabaré,ST,71,71,800000.0,5.903089986991944,2023.0,2.0,35,3,1,63.0,73.0,60.0,66.0,31.0,75.0,74,75,60,79,69,69,70
M. Schäffler,ST,71,71,1500000.0,6.176091259055681,2024.0,3.0,32,3,1,59.0,74.0,52.0,62.0,32.0,77.0,78,74,62,75,69,65,74
Quique,"ST, LM, RM",71,71,1600000.0,6.204119982655925,2024.0,3.0,31,3,1,72.0,70.0,64.0,71.0,43.0,67.0,70,70,68,69,67,67,79
Y. Salibur,"RM, ST",71,71,1800000.0,6.2552725051033065,2022.0,1.0,30,4,2,85.0,68.0,67.0,73.0,40.0,63.0,65,58,62,73,71,71,67
B. Sigurðarson,ST,71,71,1800000.0,6.2552725051033065,2022.0,1.0,30,4,1,75.0,69.0,62.0,73.0,39.0,78.0,71,68,65,68,66,72,73
T. Usami,"CF, ST",71,71,1900000.0,6.278753600952829,2022.0,1.0,29,4,2,78.0,68.0,70.0,74.0,43.0,63.0,67,54,72,70,69,71,68
Y. Ōsako,"CF, ST, CAM",71,71,1600000.0,6.204119982655925,2022.0,1.0,31,4,1,63.0,69.0,62.0,76.0,41.0,62.0,71,74,67,71,66,77,67
I. Mboyo,"ST, LM",71,71,900000.0,5.954242509439325,2023.0,2.0,34,3,1,67.0,70.0,68.0,71.0,40.0,75.0,71,70,60,71,68,72,74
T. Børven,ST,71,71,1900000.0,6.278753600952829,2023.0,2.0,29,4,1,71.0,71.0,58.0,68.0,33.0,69.0,74,70,68,71,64,70,74
F. Jara,ST,71,71,1500000.0,6.176091259055681,2021.0,0.0,32,3,1,74.0,72.0,65.0,71.0,29.0,72.0,72,64,70,76,69,70,73
M. Waris,"ST, RW, RM",71,71,1900000.0,6.278753600952829,2022.0,1.0,29,3,2,87.0,69.0,66.0,73.0,37.0,65.0,67,66,63,75,69,71,74
S. Tecl,ST,71,71,1800000.0,6.2552725051033065,2023.0,2.0,30,3,1,81.0,66.0,63.0,70.0,39.0,75.0,68,73,69,65,61,71,78
J. Clarke-Harris,ST,71,72,2200000.0,6.342422680822207,2024.0,3.0,26,4,1,77.0,72.0,54.0,65.0,27.0,78.0,72,66,66,78,67,66,71
T. Barkhuizen,"RM, RWB, ST",71,71,2000000.0,6.301029995663981,2022.0,1.0,27,3,1,94.0,66.0,60.0,70.0,41.0,68.0,67,54,48,74,61,69,71
B. Kadrii,ST,71,71,1900000.0,6.278753600952829,2024.0,3.0,29,3,1,81.0,70.0,63.0,73.0,48.0,74.0,71,59,64,74,66,72,73
F. Santander,ST,71,71,1800000.0,6.2552725051033065,2022.0,1.0,30,2,1,68.0,70.0,62.0,68.0,31.0,77.0,70,72,67,76,64,68,72
O. Omoijuanfo,"ST, LM",71,72,2200000.0,6.342422680822207,2021.0,0.0,27,4,1,75.0,71.0,61.0,68.0,44.0,74.0,74,65,67,72,65,68,74
Jesé,"ST, RW",71,71,1900000.0,6.278753600952829,2022.0,1.0,28,4,2,74.0,73.0,69.0,75.0,25.0,62.0,75,56,65,74,68,79,73
Abdón Prats,"ST, LM",71,71,1900000.0,6.278753600952829,2024.0,3.0,28,3,1,67.0,76.0,60.0,69.0,29.0,62.0,77,67,70,78,76,72,72
J. Locadia,"ST, LW, LM",71,72,2200000.0,6.342422680822207,2022.0,1.0,27,4,1,70.0,70.0,66.0,71.0,35.0,73.0,65,60,70,84,66,74,70
M. Seuntjens,"LM, ST",71,71,1800000.0,6.2552725051033065,2022.0,1.0,29,4,1,72.0,70.0,69.0,70.0,62.0,75.0,68,67,58,76,72,71,70
H. Soudani,"LM, RM, ST",71,71,1200000.0,6.079181246047625,2022.0,1.0,33,4,1,73.0,71.0,68.0,73.0,43.0,74.0,70,71,68,75,70,73,75
C. Woodrow,"ST, LW, RW",71,73,2400000.0,6.380211241711606,2023.0,2.0,26,4,1,69.0,73.0,59.0,69.0,32.0,70.0,73,67,68,72,74,69,73
M. Ishak,ST,71,71,1900000.0,6.278753600952829,2023.0,2.0,28,5,1,71.0,71.0,56.0,65.0,38.0,78.0,73,71,70,74,65,67,74
L. James,ST,71,71,1900000.0,6.278753600952829,2023.0,2.0,28,3,1,69.0,70.0,54.0,71.0,29.0,74.0,72,70,65,74,63,73,70
M. Bolaños,ST,71,71,1600000.0,6.204119982655925,2021.0,0.0,31,4,1,80.0,72.0,65.0,74.0,26.0,65.0,75,49,67,74,68,71,77
I. Santini,ST,71,71,1500000.0,6.176091259055681,2022.0,1.0,32,3,1,40.0,76.0,53.0,59.0,40.0,84.0,76,79,75,80,73,64,77
S. Hedlund,"CF, ST",71,71,1900000.0,6.278753600952829,2023.0,2.0,28,4,1,89.0,64.0,66.0,73.0,27.0,68.0,65,44,59,66,62,72,71
P. De Blasis,"LM, RM, ST",71,71,1200000.0,6.079181246047625,2022.0,1.0,33,4,1,72.0,71.0,68.0,76.0,63.0,50.0,71,67,60,75,69,73,73
O. Kayode,ST,71,71,1900000.0,6.278753600952829,2022.0,1.0,28,2,1,88.0,68.0,57.0,73.0,36.0,70.0,70,70,63,69,62,73,71
M. Boyle,"RM, ST, RWB",71,71,1900000.0,6.278753600952829,2024.0,3.0,28,3,1,92.0,66.0,60.0,71.0,49.0,63.0,67,51,50,73,58,66,67
Cassiano,ST,71,71,1500000.0,6.176091259055681,2023.0,2.0,32,2,1,66.0,71.0,54.0,64.0,27.0,71.0,74,79,70,73,62,68,70
B. Kololli,"LM, ST, LB",71,71,1800000.0,6.2552725051033065,2024.0,3.0,29,4,1,75.0,68.0,66.0,73.0,54.0,68.0,69,57,63,69,64,74,69
K. Karaman,"ST, LW, RW",71,72,2200000.0,6.342422680822207,2024.0,3.0,27,3,1,68.0,71.0,63.0,73.0,27.0,69.0,74,67,60,73,68,73,71
D. Selke,ST,71,73,2400000.0,6.380211241711606,2022.0,1.0,26,3,1,76.0,70.0,53.0,67.0,40.0,75.0,70,77,75,75,65,65,72
L. Depoitre,ST,71,71,1500000.0,6.176091259055681,2022.0,1.0,32,2,1,49.0,69.0,61.0,61.0,42.0,81.0,69,79,64,76,62,70,78
C. Akpom,ST,71,75,2600000.0,6.414973347970818,2023.0,2.0,25,3,1,83.0,70.0,52.0,70.0,28.0,73.0,70,68,66,75,66,71,72
F. Forte,ST,71,71,1900000.0,6.278753600952829,2023.0,2.0,28,3,1,57.0,72.0,61.0,67.0,32.0,70.0,75,72,57,71,66,70,76
A. Rodríguez,ST,71,71,1500000.0,6.176091259055681,2026.0,5.0,32,3,1,70.0,69.0,55.0,68.0,32.0,77.0,73,68,57,74,59,70,69
W. Morelo,ST,71,71,900000.0,5.954242509439325,2022.0,1.0,34,3,1,77.0,71.0,62.0,72.0,42.0,64.0,73,71,67,73,65,71,73
L. Castro,"ST, RW, LW",71,71,1500000.0,6.176091259055681,2022.0,1.0,32,4,1,68.0,73.0,63.0,65.0,32.0,68.0,78,65,64,70,69,65,78
M. Ingvartsen,"CF, CAM, ST",71,73,2400000.0,6.380211241711606,2022.0,1.0,25,3,1,63.0,75.0,63.0,72.0,36.0,72.0,76,69,73,79,75,74,69
F. Márquez,ST,71,71,1200000.0,6.079181246047625,2021.0,0.0,33,4,1,70.0,70.0,62.0,66.0,38.0,70.0,72,77,73,71,64,69,70
G. Carrillo,ST,71,71,1800000.0,6.2552725051033065,2022.0,1.0,30,3,1,46.0,74.0,54.0,70.0,39.0,72.0,72,80,77,76,72,72,78
P. Velázquez,ST,71,71,900000.0,5.954242509439325,2021.0,0.0,34,3,1,64.0,72.0,53.0,67.0,30.0,76.0,74,78,61,77,65,68,71
M. Thiam,"LW, ST",71,71,1900000.0,6.278753600952829,2024.0,3.0,28,3,1,75.0,70.0,65.0,72.0,26.0,72.0,71,71,68,73,68,72,73
Rober Ibáñez,"RM, LM, ST",71,71,1900000.0,6.278753600952829,2023.0,2.0,28,4,1,75.0,67.0,70.0,73.0,48.0,53.0,69,52,59,68,65,73,69
O. McBurnie,ST,71,75,2600000.0,6.414973347970818,2023.0,2.0,25,3,1,55.0,70.0,57.0,68.0,34.0,76.0,72,77,72,77,58,73,71
J. Cristaldo,ST,71,71,1500000.0,6.176091259055681,2021.0,0.0,32,4,1,74.0,70.0,64.0,74.0,29.0,70.0,69,70,71,75,69,73,67
E. Torregrossa,ST,71,71,1900000.0,6.278753600952829,2025.0,4.0,29,3,1,71.0,70.0,55.0,68.0,28.0,72.0,74,70,62,72,60,69,74
D. Kownacki,"ST, LM",71,76,2900000.0,6.4623979978989565,2023.0,2.0,24,3,1,77.0,71.0,60.0,71.0,31.0,67.0,71,65,63,78,62,70,75
Fernando Karanga,ST,71,71,1800000.0,6.2552725051033065,2021.0,0.0,30,3,1,63.0,71.0,52.0,62.0,30.0,76.0,74,82,67,75,59,65,74
C. Dessers,ST,71,73,2400000.0,6.380211241711606,2022.0,1.0,26,4,1,75.0,73.0,54.0,66.0,28.0,73.0,75,67,69,76,69,68,70
A. Ajeti,ST,71,76,2900000.0,6.4623979978989565,2024.0,3.0,24,4,1,74.0,70.0,60.0,70.0,29.0,71.0,74,71,70,76,60,70,73
M. Manotas,ST,71,74,2500000.0,6.3979400086720375,2021.0,0.0,25,2,1,72.0,71.0,59.0,70.0,33.0,67.0,74,65,62,75,62,69,75
O. Çağlayan,"RM, ST, LM",71,73,2400000.0,6.380211241711606,2024.0,3.0,25,3,1,84.0,66.0,66.0,73.0,31.0,66.0,68,64,62,67,61,74,66
A. Pešić,ST,71,71,1900000.0,6.278753600952829,2023.0,2.0,29,4,1,66.0,70.0,62.0,66.0,45.0,77.0,72,71,69,73,65,71,73
O. Rivero,ST,71,71,1900000.0,6.278753600952829,2021.0,0.0,29,3,1,70.0,71.0,48.0,69.0,25.0,76.0,70,70,71,74,69,71,73
A. Gruber,"CF, RM, ST",71,73,2400000.0,6.380211241711606,2023.0,2.0,26,3,1,82.0,71.0,69.0,71.0,34.0,65.0,72,62,68,71,74,69,71
L. Ramos,ST,71,71,1600000.0,6.204119982655925,2022.0,1.0,31,4,1,68.0,73.0,54.0,66.0,32.0,78.0,75,75,77,70,70,68,72
Jesús Imaz,"CF, CAM, ST",71,71,1800000.0,6.2552725051033065,2022.0,1.0,30,4,1,82.0,74.0,66.0,72.0,31.0,67.0,79,52,63,73,69,71,69
N. Fernández,"ST, LW, RW",71,76,2800000.0,6.447158031342219,2023.0,2.0,25,5,1,85.0,70.0,60.0,74.0,31.0,58.0,73,69,65,66,67,70,74
K. Nisbet,ST,71,75,2700000.0,6.431363764158987,2024.0,3.0,24,3,1,75.0,71.0,63.0,68.0,38.0,71.0,73,68,67,72,66,68,73
G. Ávalos,ST,71,71,1800000.0,6.2552725051033065,2021.0,0.0,30,4,1,67.0,69.0,48.0,69.0,34.0,75.0,74,74,58,72,58,68,73
Sergio Santos,"ST, LW",71,72,2200000.0,6.342422680822207,2021.0,0.0,26,4,1,90.0,66.0,55.0,72.0,26.0,70.0,70,64,60,69,54,76,70
F. Soldano,ST,71,72,2200000.0,6.342422680822207,2022.0,1.0,26,2,1,69.0,69.0,53.0,69.0,43.0,76.0,70,77,66,73,62,72,73
S. Adegbenro,"ST, LW",71,72,2300000.0,6.361727836017593,2022.0,1.0,25,4,1,90.0,66.0,60.0,76.0,39.0,73.0,67,68,59,67,66,73,72
K. Mrabti,"ST, LM, CAM",71,72,2200000.0,6.342422680822207,2023.0,2.0,27,3,1,80.0,72.0,69.0,71.0,51.0,74.0,73,59,70,71,69,71,73
Thiago Santana,ST,71,71,1900000.0,6.278753600952829,2023.0,2.0,28,4,1,67.0,74.0,57.0,68.0,24.0,78.0,76,69,71,78,65,70,71
J. Cádiz,ST,71,74,2500000.0,6.3979400086720375,2021.0,0.0,25,2,1,62.0,69.0,52.0,70.0,31.0,77.0,72,73,67,75,56,70,76
Moon Seon Min,"RM, LM, ST",71,71,1800000.0,6.2552725051033065,2021.0,0.0,29,4,1,92.0,64.0,64.0,72.0,38.0,62.0,68,52,60,58,61,64,70
Carleto Costinha,"CAM, ST, RM",71,71,1800000.0,6.2552725051033065,2024.0,3.0,29,4,1,82.0,63.0,71.0,73.0,38.0,54.0,68,47,61,61,51,74,71
Thiago Alminxa,"ST, RW",71,71,1900000.0,6.278753600952829,2024.0,3.0,29,4,1,82.0,67.0,62.0,72.0,25.0,64.0,72,61,64,62,61,74,76
Walter Silvieiro,ST,71,71,1900000.0,6.278753600952829,2024.0,3.0,29,3,1,72.0,76.0,61.0,64.0,36.0,62.0,77,70,74,76,72,67,75
Josué da Feira,ST,71,71,1900000.0,6.278753600952829,2024.0,3.0,29,3,1,67.0,74.0,60.0,71.0,29.0,60.0,75,69,76,73,76,77,69
Gus Outomouro,"ST, LM",71,71,2100000.0,6.3222192947339195,2024.0,3.0,25,3,1,71.0,72.0,68.0,73.0,28.0,62.0,74,67,73,75,69,74,68
Paulão Junqueiras,ST,71,71,2200000.0,6.342422680822207,2024.0,3.0,21,4,1,38.0,77.0,51.0,62.0,27.0,71.0,77,76,71,85,70,67,76
Rafanilton Vilela,"ST, CF, CAM",71,71,1200000.0,6.079181246047625,2024.0,3.0,33,5,1,82.0,63.0,60.0,73.0,25.0,62.0,66,75,62,61,56,75,72
R. Manaj,ST,71,78,3800000.0,6.57978359661681,2022.0,1.0,24,4,1,69.0,72.0,54.0,70.0,28.0,69.0,75,69,66,70,67,72,70
M. Santos,ST,71,71,1900000.0,6.278753600952829,2023.0,2.0,28,4,1,76.0,70.0,61.0,71.0,40.0,75.0,70,71,67,72,66,70,72
D. Sallói,"LW, ST",71,73,2400000.0,6.380211241711606,2021.0,0.0,24,3,1,75.0,72.0,67.0,69.0,38.0,69.0,74,60,65,73,70,71,73
I. Šaponjić,ST,71,78,3800000.0,6.57978359661681,2022.0,1.0,23,3,1,71.0,71.0,48.0,65.0,31.0,66.0,73,71,59,75,68,70,73
Guilherme Parede,"RM, LM, ST",71,74,2500000.0,6.3979400086720375,2021.0,0.0,25,3,1,72.0,70.0,67.0,72.0,46.0,63.0,71,63,59,71,69,69,71
I. Ugbo,ST,71,78,3800000.0,6.57978359661681,2025.0,4.0,22,3,1,78.0,70.0,57.0,68.0,29.0,70.0,77,68,71,68,53,67,73
F. Troyansky,"ST, LM",71,76,2900000.0,6.4623979978989565,2022.0,1.0,24,4,1,75.0,70.0,69.0,72.0,35.0,73.0,70,72,64,75,67,71,71
C. Itten,"ST, CAM",71,77,3000000.0,6.477121254719663,2022.0,1.0,24,4,1,68.0,72.0,60.0,66.0,36.0,74.0,74,73,72,73,66,69,73
Jon Bautista,"ST, CAM",71,74,2500000.0,6.3979400086720375,2022.0,1.0,25,3,1,70.0,75.0,58.0,69.0,26.0,61.0,75,67,73,77,76,73,72
Felipe Vizeu,"ST, CF",71,75,2700000.0,6.431363764158987,2022.0,1.0,24,3,1,72.0,71.0,55.0,68.0,29.0,69.0,70,72,72,78,65,71,73
B. Brereton Díaz,"LW, RW, ST",71,79,4200000.0,6.623249290397901,2022.0,1.0,22,3,1,83.0,68.0,62.0,72.0,41.0,73.0,69,63,64,72,61,71,72
Rômulo Calsede,ST,71,71,2200000.0,6.342422680822207,2024.0,3.0,21,3,1,72.0,72.0,60.0,67.0,32.0,69.0,74,69,69,72,66,69,73
M. Maolida,"LM, ST",71,76,2900000.0,6.4623979978989565,2025.0,4.0,22,3,1,78.0,68.0,63.0,75.0,24.0,58.0,69,61,64,69,65,74,70
L. Höler,"ST, CF",71,72,2200000.0,6.342422680822207,2024.0,3.0,26,2,1,70.0,72.0,50.0,59.0,40.0,78.0,74,75,69,78,65,56,76
N. Ibáñez,ST,71,72,2200000.0,6.342422680822207,2025.0,4.0,26,3,1,73.0,69.0,55.0,66.0,34.0,71.0,72,77,64,71,63,66,75
P. Hamel,ST,71,72,2200000.0,6.342422680822207,2022.0,1.0,27,3,1,57.0,72.0,57.0,66.0,28.0,63.0,76,77,57,72,67,69,78
J. Ebobisse,"ST, RM",71,78,3800000.0,6.57978359661681,2024.0,3.0,24,4,1,86.0,66.0,63.0,69.0,34.0,79.0,68,72,68,70,58,68,75
G. Blanco Leschuk,ST,71,71,1900000.0,6.278753600952829,2022.0,1.0,29,4,1,66.0,70.0,54.0,66.0,35.0,78.0,69,74,62,76,68,67,74
L. Mothiba,ST,71,76,2800000.0,6.447158031342219,2023.0,2.0,25,3,2,70.0,72.0,60.0,70.0,27.0,69.0,73,70,69,71,69,71,76
A. Guðmundsson,"CAM, RW, ST",71,77,3000000.0,6.477121254719663,2022.0,1.0,24,4,1,79.0,66.0,67.0,77.0,34.0,68.0,68,49,61,68,61,76,61
K. Rezaei,ST,71,71,1900000.0,6.278753600952829,2022.0,1.0,29,4,1,67.0,73.0,67.0,67.0,28.0,70.0,71,75,66,77,71,68,74
E. Shomurodov,"ST, LW, RW",71,74,2500000.0,6.3979400086720375,2026.0,5.0,26,4,1,81.0,70.0,62.0,70.0,37.0,69.0,70,74,73,72,66,75,70
Brenner,ST,71,81,4200000.0,6.623249290397901,2022.0,1.0,21,3,1,77.0,70.0,62.0,74.0,26.0,52.0,75,69,64,63,65,73,77
A. Gomes,"LM, ST",71,81,4100000.0,6.6127838567197355,2025.0,4.0,20,4,1,75.0,70.0,69.0,74.0,40.0,58.0,71,62,65,69,70,72,69
Vagner,"ST, RM, LM",71,76,2800000.0,6.447158031342219,2022.0,1.0,25,3,1,89.0,73.0,62.0,76.0,29.0,55.0,76,49,63,73,72,75,73
A. Lotti,"ST, LM",71,76,2800000.0,6.447158031342219,2024.0,3.0,25,3,1,76.0,71.0,55.0,71.0,26.0,63.0,76,67,53,70,66,74,72
J. Sargent,"ST, RW",71,82,4200000.0,6.623249290397901,2025.0,4.0,21,4,1,75.0,70.0,61.0,71.0,39.0,70.0,71,66,65,75,65,71,74
L. Openda,ST,71,81,4200000.0,6.623249290397901,2022.0,1.0,21,3,1,93.0,67.0,62.0,71.0,25.0,72.0,70,62,60,71,60,68,71
D. Kyereh,"CAM, ST, RM",71,76,2800000.0,6.447158031342219,2023.0,2.0,25,3,1,82.0,68.0,62.0,75.0,22.0,61.0,73,58,68,68,64,70,68
J. Burkardt,"ST, RM",71,81,4100000.0,6.6127838567197355,2024.0,3.0,20,3,1,79.0,68.0,61.0,75.0,37.0,69.0,69,62,64,71,64,71,72
A. Besedin,ST,71,75,2600000.0,6.414973347970818,2024.0,3.0,25,3,1,72.0,67.0,48.0,67.0,41.0,63.0,69,75,62,66,65,65,80
K. Behrens,ST,71,71,1800000.0,6.2552725051033065,2024.0,3.0,30,3,1,69.0,71.0,50.0,65.0,28.0,80.0,74,75,59,75,62,64,74
P. Musa,ST,71,78,3800000.0,6.57978359661681,2022.0,1.0,23,3,1,72.0,72.0,58.0,69.0,35.0,72.0,74,70,72,73,67,71,69
S. Giménez,"ST, CF, CAM",71,86,4500000.0,6.653212513775344,2023.0,2.0,20,3,1,76.0,69.0,60.0,64.0,39.0,75.0,72,73,63,67,65,72,73
A. Estupiñán,"LM, RM, ST",71,71,2000000.0,6.301029995663981,2024.0,3.0,26,3,1,83.0,65.0,62.0,71.0,46.0,64.0,69,53,38,69,59,71,64
V. Supriaha,ST,71,82,4200000.0,6.623249290397901,2025.0,4.0,21,3,1,87.0,70.0,50.0,71.0,19.0,51.0,73,59,59,68,70,71,74
D. Joveljić,ST,71,79,4200000.0,6.623249290397901,2022.0,1.0,21,3,1,72.0,70.0,63.0,72.0,31.0,69.0,73,65,68,70,64,72,73
M. Elia,"ST, RM",71,77,3000000.0,6.477121254719663,2023.0,2.0,23,4,1,90.0,69.0,65.0,76.0,26.0,68.0,72,51,65,71,61,77,74
K. Adeyemi,ST,71,85,4500000.0,6.653212513775344,2024.0,3.0,19,3,1,92.0,72.0,65.0,76.0,24.0,62.0,74,58,68,70,71,74,67
João Pedro,ST,71,84,4500000.0,6.653212513775344,2025.0,4.0,19,4,1,78.0,68.0,59.0,74.0,22.0,57.0,71,70,65,68,61,73,73
S. Nicholson,ST,71,76,2900000.0,6.4623979978989565,2023.0,2.0,24,4,1,68.0,74.0,58.0,65.0,23.0,77.0,73,67,65,84,71,67,71
A. Ocanto,"ST, RW, LW",71,71,1500000.0,6.176091259055681,2021.0,0.0,32,4,1,78.0,69.0,65.0,71.0,27.0,61.0,71,68,59,71,65,71,71
A. Adli,ST,71,83,4600000.0,6.662757831681574,2026.0,5.0,21,3,1,84.0,72.0,64.0,74.0,35.0,52.0,75,63,58,75,66,74,70
A. Álvarez Martínez,ST,71,83,4500000.0,6.653212513775344,2024.0,3.0,20,3,1,72.0,71.0,60.0,67.0,32.0,68.0,71,74,72,71,69,67,73
Fábio,ST,71,76,2900000.0,6.4623979978989565,2023.0,2.0,24,4,1,77.0,67.0,43.0,67.0,43.0,78.0,70,76,50,78,54,70,72
M. Osmajić,"ST, LM, RM",71,81,4200000.0,6.623249290397901,2024.0,3.0,21,5,1,76.0,70.0,60.0,65.0,39.0,71.0,74,72,58,74,63,65,73
G. Hoarau,ST,70,70,550000.0,5.740362689494244,2022.0,1.0,37,3,2,37.0,72.0,67.0,66.0,43.0,69.0,73,82,73,72,68,69,75
R. Verenas,ST,70,70,550000.0,5.740362689494244,2026.0,5.0,37,3,1,64.0,71.0,62.0,73.0,41.0,71.0,71,66,75,73,70,75,65
A. Le Fondre,ST,70,70,775000.0,5.889301702506311,2023.0,2.0,34,3,1,64.0,73.0,62.0,70.0,30.0,71.0,76,66,70,73,63,70,73
S. Fletcher,ST,70,70,775000.0,5.889301702506311,2022.0,1.0,34,2,1,51.0,71.0,59.0,68.0,33.0,69.0,71,79,71,76,64,70,71
L. Grabban,ST,70,70,1000000.0,6.0,2022.0,1.0,33,3,1,61.0,71.0,59.0,68.0,31.0,67.0,72,72,73,73,64,68,79
G. Torres,"ST, LW",70,70,1300000.0,6.113943352306837,2022.0,1.0,32,2,1,82.0,66.0,59.0,69.0,32.0,71.0,69,65,51,60,67,72,75
J. Vossen,ST,70,70,1300000.0,6.113943352306837,2023.0,2.0,32,4,2,54.0,73.0,70.0,68.0,36.0,68.0,73,67,76,72,72,74,81
G. Hooper,"ST, CF",70,70,1000000.0,6.0,2023.0,2.0,33,3,1,59.0,72.0,61.0,67.0,30.0,68.0,74,72,70,75,66,70,72
L. Barrios,ST,70,70,550000.0,5.740362689494244,2022.0,1.0,36,3,3,56.0,71.0,62.0,66.0,42.0,70.0,72,73,66,77,64,69,74
Rui Fonte,ST,70,70,1300000.0,6.113943352306837,2022.0,1.0,31,3,2,63.0,68.0,67.0,70.0,42.0,61.0,71,70,70,66,61,73,77
S. Ribas,ST,70,70,1000000.0,6.0,2021.0,0.0,33,4,1,62.0,73.0,51.0,65.0,30.0,73.0,73,78,71,80,68,69,72
P. Zeballos,"CAM, ST",70,70,650000.0,5.812913356642856,2022.0,1.0,35,3,1,66.0,71.0,69.0,69.0,33.0,62.0,72,71,67,69,70,71,70
J. Jantscher,"ST, LM, CAM",70,70,1300000.0,6.113943352306837,2023.0,2.0,32,4,1,66.0,71.0,70.0,68.0,37.0,61.0,71,65,73,74,70,69,74
M. Sau,"CF, ST",70,70,1000000.0,6.0,2022.0,1.0,33,4,2,83.0,67.0,66.0,76.0,30.0,56.0,67,49,70,66,64,73,68
A. Sobiech,ST,70,70,1300000.0,6.113943352306837,2023.0,2.0,31,3,1,68.0,69.0,56.0,68.0,32.0,72.0,72,74,62,71,62,74,72
Z. Ondrášek,ST,70,70,1300000.0,6.113943352306837,2021.0,0.0,32,2,1,66.0,68.0,54.0,64.0,32.0,80.0,71,80,61,70,61,66,72
Álvaro Giménez,ST,70,70,1600000.0,6.204119982655925,2022.0,1.0,30,3,1,71.0,71.0,58.0,67.0,30.0,66.0,76,66,64,71,66,69,69
T. Viudez,"ST, RM",70,70,1300000.0,6.113943352306837,2021.0,0.0,31,3,1,68.0,70.0,66.0,75.0,27.0,50.0,72,71,62,74,64,76,67
D. Sorgić,ST,70,70,1300000.0,6.113943352306837,2023.0,2.0,31,3,1,57.0,73.0,63.0,71.0,42.0,71.0,74,65,68,72,72,73,77
Juan Villar,"ST, RM",70,70,1000000.0,6.0,2023.0,2.0,33,4,1,89.0,68.0,67.0,71.0,36.0,71.0,68,62,69,70,65,67,71
L. Thy,ST,70,70,1600000.0,6.204119982655925,2022.0,1.0,29,4,1,73.0,69.0,63.0,67.0,46.0,74.0,72,68,66,70,62,69,72
D. Falcinelli,ST,70,70,1600000.0,6.204119982655925,2022.0,1.0,30,3,1,65.0,69.0,52.0,70.0,23.0,64.0,71,70,65,70,64,72,72
